_id                                | _creationTime      | attemptId                              | byteFingerprint            | contentType       | createdAt     | effectiveConnectionType | errorMessage                                       | errorName             | exifStatus   | extension | fileNamePattern | httpStatus | lastModifiedAgeMs | online | phase              | platform       | projectId                          | size     | stage              | userAgent                                                                                                                                           | userId                            
-----------------------------------|--------------------|----------------------------------------|----------------------------|-------------------|---------------|------|----------------------------------------------------|-----------------------|--------------|--------|----------------|-----|-------------|------|--------------------|----------------|------------------------------------|----------|--------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------
"m5766cyy5kvttg5jm4bbk6kz2x8chqbn" | 1786776661681.8455 | "fa118ee4-6af9-49ac-a9a0-d8964e4c886d" | "e42c46015699c0fb290e45ff" | "image/jpeg"      | 1786776661681 | "4g" |                                                    |                       | "found"      | "jpg"  | "numeric"      | 200 | 578         | true | "completed"        | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3935051  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5783bf2t6yfjbdqakyab2nmkx8cgmw9" | 1786776661526.5964 | "fa118ee4-6af9-49ac-a9a0-d8964e4c886d" | "e42c46015699c0fb290e45ff" | "image/jpeg"      | 1786776661526 | "4g" |                                                    |                       | "found"      | "jpg"  | "numeric"      | 200 | 578         | true | "storage-uploaded" | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3935051  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5757ym8j1c8ex1sd03erafc9n8chd2a" | 1786776660785.3152 | "fa118ee4-6af9-49ac-a9a0-d8964e4c886d" | "e42c46015699c0fb290e45ff" | "image/jpeg"      | 1786776660785 |      |                                                    |                       | "found"      |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3935051  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m579xjt65b4zv1q9gehmantge58ch66c" | 1786776658316.6604 | "fa118ee4-6af9-49ac-a9a0-d8964e4c886d" | "e42c46015699c0fb290e45ff" | "image/jpeg"      | 1786776658316 | "4g" |                                                    |                       | "found"      | "jpg"  | "numeric"      |     | 578         | true | "selected"         | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3935051  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57ezz2st9qb4hv7hch7nkavb18ch4qe" | 1786776606488.4495 | "ea41245f-1fda-42b8-81b8-dafdc331ca6c" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786776606488 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 6454175     | true | "completed"        | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5761jkq1ejyrmbvw3hqnbnybn8cg5nj" | 1786776606311.528  | "ea41245f-1fda-42b8-81b8-dafdc331ca6c" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786776606311 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 6454175     | true | "storage-uploaded" | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m578rq6c57n257hy7ew7vt4pyh8chbmv" | 1786776605633.5496 | "ea41245f-1fda-42b8-81b8-dafdc331ca6c" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786776605633 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57df9dfvbt0rsxaq3d1c22c258cgak0" | 1786776603430.972  | "ea41245f-1fda-42b8-81b8-dafdc331ca6c" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786776603431 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 6454175     | true | "selected"         | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 OPR/100.0.0.0"                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m579xr0wdejwdwp73nhz9rs4hs8cgece" | 1786775530414.0996 | "fd8d2c16-6696-4fc6-86bf-84d583830658" | "f13c34149612553711cc8bd5" | "image/jpeg"      | 1786775530414 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" | 200 | 5409343117  | true | "completed"        | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3012851  | "backend-complete" | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57dyqb109xbnyhf02zfzjbtkx8ch8nj" | 1786775530396.159  | "fd8d2c16-6696-4fc6-86bf-84d583830658" | "f13c34149612553711cc8bd5" | "image/jpeg"      | 1786775530396 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" | 200 | 5409343117  | true | "storage-uploaded" | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3012851  | "storage-upload"   | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57927w0zyc8b6rqgsxma8hmr58cgrjr" | 1786775529645.24   | "fd8d2c16-6696-4fc6-86bf-84d583830658" | "f13c34149612553711cc8bd5" | "image/jpeg"      | 1786775529645 |      |                                                    |                       | "found"      |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3012851  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m570qdvaygb7zjst98qnwxj8498cgy4q" | 1786775527291.533  | "fd8d2c16-6696-4fc6-86bf-84d583830658" | "f13c34149612553711cc8bd5" | "image/jpeg"      | 1786775527291 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" |     | 5409343117  | true | "selected"         | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3012851  | "selection"        | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5700w4yxb7ctpy7e1p1c0cj818ch087" | 1786775453733.3042 | "94dd9d18-1ab7-44c2-a143-74bd683f8198" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775453733 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5298448     | true | "completed"        | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m57247v7999x3d97455pw393158cg30y" | 1786775453710.0679 | "94dd9d18-1ab7-44c2-a143-74bd683f8198" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775453710 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5298448     | true | "storage-uploaded" | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m571h4pz7n6mysm14y7afgq8f58chkx0" | 1786775453674.7407 | "94dd9d18-1ab7-44c2-a143-74bd683f8198" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775453674 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 5298448     | true | "selected"         | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m57dtat16ggx34v1y92tz7sabh8cgxc1" | 1786775449845.146  | "94dd9d18-1ab7-44c2-a143-74bd683f8198" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775449845 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-received" |                                                                                                                                                     | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m577f7y4wzfqrwqcr45jh9ajys8cgrjc" | 1786775364390.8062 | "9e461e19-d42d-4867-8907-8357389afc35" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775364390 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5212181     | true | "completed"        | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57222ydbfmx1apqgtzrdhr3f58ch8v8" | 1786775364363.5664 | "9e461e19-d42d-4867-8907-8357389afc35" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775364363 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5212181     | true | "storage-uploaded" | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5768b7yv4em8d3fcqn2saqjhn8cg5hk" | 1786775364239.722  | "9e461e19-d42d-4867-8907-8357389afc35" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775364239 |      |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 5212181     | true | "selected"         | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5709h06qdx0fv5k4tgss88dr58ch0pt" | 1786775363867.9683 | "9e461e19-d42d-4867-8907-8357389afc35" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775363868 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57d583ppa51mbga6kpz7sc5hn8ch253" | 1786775264785.3838 | "80175e19-7c6f-44c2-97f3-f88a81559d2f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775264785 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5112657     | true | "completed"        | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57es28v6yck1gv6rkxsh548fh8chbv9" | 1786775264756.3977 | "80175e19-7c6f-44c2-97f3-f88a81559d2f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775264756 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 5112657     | true | "storage-uploaded" | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57177sa4y3xvbzxqcdph5nhs18cgstd" | 1786775264211.402  | "80175e19-7c6f-44c2-97f3-f88a81559d2f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775264211 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m573d2sfm4jmm1tqg8baxwjm798cgaz1" | 1786775261784.5571 | "80175e19-7c6f-44c2-97f3-f88a81559d2f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786775261784 |      |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 5112657     | true | "selected"         | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57f6tng9srgft92wf1jya3hy98cghdj" | 1786773777966.95   | "1736ed8b-262e-4544-9911-3350ea089c26" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773777967 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3625952     | true | "completed"        | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m572ekp1ktcs34aby06kt4a4tn8cghaz" | 1786773777944.5547 | "1736ed8b-262e-4544-9911-3350ea089c26" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773777944 |      |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3625952     | true | "storage-uploaded" | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m570fxtefbdevg4e2fgzc3ydbd8cg0sz" | 1786773777368.2395 | "1736ed8b-262e-4544-9911-3350ea089c26" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773777368 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5720bedx3898z33zf7g2bd9gn8cgwmk" | 1786773775022.256  | "1736ed8b-262e-4544-9911-3350ea089c26" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773775022 |      |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 3625952     | true | "selected"         | "Linux armv81" | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m576y84kydwm0aq57vfyjjdg598cg3b0" | 1786773746128.308  | "59d9962e-45ac-42a2-a5f0-bea349f9652a" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773746128 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3593718     | true | "completed"        | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-complete" | "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"                                             | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m579j5kqa8007rd93w7n9180h18ch6ym" | 1786773746109.7747 | "59d9962e-45ac-42a2-a5f0-bea349f9652a" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773746109 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3593718     | true | "storage-uploaded" | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "storage-upload"   | "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"                                             | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m5711pm2g63jg4zv63mapm1xad8cgn2b" | 1786773746087.5479 | "59d9962e-45ac-42a2-a5f0-bea349f9652a" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773746087 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 3593718     | true | "selected"         | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "selection"        | "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"                                             | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m576w9hbqwwdb8bn6qjy0qkg6h8ch94t" | 1786773745171.886  | "59d9962e-45ac-42a2-a5f0-bea349f9652a" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773745171 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-received" |                                                                                                                                                     | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m57e7mttdvzw6p16x45hrpqgsx8chvhy" | 1786773697869.0237 | "fceacc2b-f921-4be1-af8a-00ed9531e98a" | "682c78226223bedcbffaa849" | "image/jpeg"      | 1786773697869 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" | 200 | 2859781     | true | "completed"        | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "backend-complete" | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m575x8wg0zanszxx5ddxa89xf58chfqj" | 1786773697847.9875 | "fceacc2b-f921-4be1-af8a-00ed9531e98a" | "682c78226223bedcbffaa849" | "image/jpeg"      | 1786773697848 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" | 200 | 2859781     | true | "storage-uploaded" | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "storage-upload"   | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m573mysxt5v94an4jcjtf1pv458ch0er" | 1786773697348.5718 | "fceacc2b-f921-4be1-af8a-00ed9531e98a" | "682c78226223bedcbffaa849" | "image/jpeg"      | 1786773697348 |      |                                                    |                       | "found"      |        |                |     |             |      | "storage-uploaded" |                | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "backend-received" |                                                                                                                                                     | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m573jcxfnj0h9qgdx9fka0vwt18cg6v2" | 1786773694990.3137 | "fceacc2b-f921-4be1-af8a-00ed9531e98a" | "682c78226223bedcbffaa849" | "image/jpeg"      | 1786773694990 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" |     | 2859781     | true | "selected"         | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "selection"        | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57evqjrwsdj5ct8cr8fvcw7sx8cg10e" | 1786773690725.2534 | "ff608108-cecb-40ee-b84c-65d7f7821a10" | "584ca8f48ea5d94cc6631936" | "image/jpeg"      | 1786773690725 |      | "The image upload could not reach the server."     | "Error"               | "found"      | "jpeg" | "img-prefixed" |     | 2855061     | true | "failed"           | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "storage-upload"   | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m5764j73sjvyrcga6c34trhjsd8cg95f" | 1786773690278.1572 | "ff608108-cecb-40ee-b84c-65d7f7821a10" | "584ca8f48ea5d94cc6631936" | "image/jpeg"      | 1786773690278 |      |                                                    |                       | "found"      | "jpeg" | "img-prefixed" |     | 2855061     | true | "selected"         | "iPhone"       | "kh74wps1s6akgbh4z09tcvk8ph8bxs9v" | 3074726  | "selection"        | "Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.112 Mobile/15E148 Safari/604.1" | "kx71xsh84gdr8y6f0zyhw2ax0d8bxf40"
"m57487hhgv7h06ewttx19g026x8ch49b" | 1786773673876.8423 | "df673f1d-65e5-4b1d-9449-36fde0cc5ab4" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773673876 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3521895     | true | "completed"        | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m57brjnj5zrz89h2zs79dknjv98cgnw5" | 1786773673857.2246 | "df673f1d-65e5-4b1d-9449-36fde0cc5ab4" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773673857 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 3521895     | true | "storage-uploaded" | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m57456ybbjkv2dz67qqqmh0x098ch2d9" | 1786773673363.9067 | "df673f1d-65e5-4b1d-9449-36fde0cc5ab4" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773673363 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-received" |                                                                                                                                                     | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m5702jx9fy63adpmv7pdyz84cs8chmcy" | 1786773671118.685  | "df673f1d-65e5-4b1d-9449-36fde0cc5ab4" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773671118 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        |     | 3521895     | true | "selected"         | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "selection"        | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m576ag23nbwk0gtkwt8prkcab98cgv7f" | 1786773012068.0435 | "0778f184-6065-4d90-9c56-8930c86a367f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773012068 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 2859990     | true | "completed"        | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-complete" | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m572602qckb7hma875zta828d18cgyf7" | 1786773012048.3179 | "0778f184-6065-4d90-9c56-8930c86a367f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773012048 | "4g" |                                                    |                       | "missing"    | "jpg"  | "other"        | 200 | 2859990     | true | "storage-uploaded" | "Linux armv81" | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "storage-upload"   | "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"                                   | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
"m5724jxpvmv8scsv8mkdnm21358cg9q4" | 1786773011440.1934 | "0778f184-6065-4d90-9c56-8930c86a367f" | "d53e29dbf49fb43cf02c32e7" | "image/jpeg"      | 1786773011440 |      |                                                    |                       | "missing"    |        |                |     |             |      | "storage-uploaded" |                | "kh78q7f0xd8gjzrrxcj54v82x18bn45g" | 4375268  | "backend-received" |                                                                                                                                                     | "kx7ajmfxp30b45mrn0mt14kv6s8bmwhc"
